Date,QQQ,SPY
2021-12-28,393.5972900390625,456.377685546875
2021-12-29,393.53851318359375,456.96148681640625
2021-12-30,392.3624267578125,455.69818115234375
2021-12-31,389.9123229980469,454.5497741699219
2022-01-03,393.66595458984375,457.18157958984375
2022-01-04,388.5598449707031,457.02850341796875
2022-01-05,376.6228942871094,448.25250244140625
2022-01-06,376.3582458496094,447.8315124511719
2022-01-07,372.2812194824219,446.0609436035156
2022-01-10,372.52630615234375,445.50592041015625
2022-01-11,378.122314453125,449.56365966796875
2022-01-12,379.621826171875,450.7790832519531
2022-01-13,370.1251525878906,444.5679626464844
2022-01-14,372.42828369140625,444.7498474121094
2022-01-18,363.15704345703125,436.87347412109375
2022-01-19,359.168212890625,432.3370666503906
2022-01-20,354.503173828125,427.552001953125
2022-01-21,344.67327880859375,419.15887451171875
2022-01-24,346.25115966796875,420.9389343261719
2022-01-25,338.22454833984375,415.79974365234375
2022-01-26,337.69537353515625,414.7565612792969
2022-01-27,334.2945556640625,412.70849609375
2022-01-28,344.7810363769531,422.95831298828125
2022-01-31,355.806640625,430.57623291015625
2022-02-01,358.2273864746094,433.4855651855469
2022-02-02,361.1380920410156,437.696533203125
2022-02-03,346.4961853027344,427.4084777832031
2022-02-04,350.8672180175781,429.41827392578125
2022-02-07,348.0447082519531,428.0401306152344
2022-02-08,351.9549865722656,431.5619812011719
2022-02-09,359.4131774902344,437.8783874511719
2022-02-10,351.2788391113281,430.0115661621094
2022-02-11,340.1356201171875,421.5323181152344
2022-02-14,340.5570373535156,420.1542053222656
2022-02-15,349.02471923828125,426.92999267578125
2022-02-16,348.9365539550781,427.4084777832031
2022-02-17,338.5578308105469,418.2784423828125
2022-02-18,334.6964416503906,415.5700988769531
2022-02-22,331.3348388671875,411.1102600097656
2022-02-23,322.84765625,403.8177795410156
2022-02-24,333.69677734375,409.8948669433594
2022-02-25,338.8714294433594,418.93878173828125
2022-02-28,339.880859375,417.8669128417969
2022-03-01,334.6767578125,411.5027160644531
2022-03-02,340.29241943359375,419.07275390625
2022-03-03,335.43145751953125,416.9864196777344
2022-03-04,330.5703430175781,413.5986633300781
2022-03-07,318.3785705566406,401.4060363769531
2022-03-08,316.898681640625,398.3626708984375
2022-03-09,328.3064270019531,409.04315185546875
2022-03-10,324.66064453125,407.1960144042969
2022-03-11,317.9277038574219,402.01849365234375
2022-03-14,311.82208251953125,399.0805358886719
2022-03-15,321.6029052734375,407.8564453125
2022-03-16,333.5301513671875,416.90032958984375
2022-03-17,337.5679016113281,422.1161193847656
2022-03-18,344.477294921875,426.739501953125
2022-03-21,343.51953125,426.61468505859375
2022-03-22,350.2706604003906,431.6066589355469
2022-03-23,345.2367858886719,426.04827880859375
2022-03-24,352.9102478027344,432.47064208984375
2022-03-25,352.6158447265625,434.58270263671875
2022-03-28,358.0716552734375,437.6738586425781
2022-03-29,364.2339782714844,443.08831787109375
2022-03-30,360.2108154296875,440.3522644042969
2022-03-31,355.7460632324219,433.57470703125
2022-04-01,355.06903076171875,434.8034973144531
2022-04-04,362.3793640136719,438.5282897949219
2022-04-05,354.3330078125,432.9891052246094
2022-04-06,346.63995361328125,428.6595153808594
2022-04-07,347.4642639160156,430.81951904296875
2022-04-08,342.60699462890625,429.6675109863281
2022-04-11,334.50177001953125,422.323486328125
2022-04-12,333.0888366699219,420.7586669921875
2022-04-13,339.8594970703125,425.57794189453125
2022-04-14,332.08795166015625,420.2786865234375
2022-04-18,332.343017578125,420.4514465332031
2022-04-19,339.77117919921875,427.2386779785156
2022-04-20,334.8157958984375,426.921875
2022-04-21,327.88812255859375,420.53790283203125
2022-04-22,319.30206298828125,408.99871826171875
2022-04-25,323.4037780761719,411.36981201171875
2022-04-26,311.19683837890625,399.4562683105469
2022-04-27,310.8239440917969,400.5794372558594
2022-04-28,321.8631591796875,410.6978759765625
2022-04-29,307.3797912597656,395.520263671875
2022-05-02,312.5117492675781,397.9010314941406
2022-05-03,312.8453674316406,399.7250671386719
2022-05-04,323.42340087890625,411.8978271484375
2022-05-05,307.1343994140625,397.25787353515625
2022-05-06,303.4546813964844,394.8866271972656
2022-05-09,291.58148193359375,382.2434387207031
2022-05-10,295.1238098144531,383.12664794921875
2022-05-11,286.3709716796875,377.04022216796875
2022-05-12,285.69390869140625,376.6466369628906
2022-05-13,296.2817077636719,385.6514587402344
2022-05-16,292.8473205566406,384.0866394042969
2022-05-17,300.4324645996094,391.98748779296875
2022-05-18,285.6841125488281,376.1858215332031
2022-05-19,284.1533508300781,373.8818359375
2022-05-20,283.27020263671875,374.0450439453125
2022-05-23,287.9801940917969,381.0434875488281
